timestamps,block_number,sender,to,amount0,amount1
1640656712,23045406,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,321252553086353610342,31251012231661891499
1640681951,23057022,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4439118893415959219367,457666804705514418908
1640702817,23066932,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1511298658476806996443,152212788818042618073
1640758400,23092523,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,18415652359244250507,2083339476372400388
1640790744,23107436,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,244621158447223468868,27673682485281391156
1640863437,23139583,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,103861962699433095104,12636525722431572177
1641045764,23224323,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5120494557403154485,529721232713305497
1641590269,23454519,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,14999999999999999992,2173599778375918196
1641594163,23456220,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,840233436686126137207,121755414117666657790
1641895454,23590397,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,842210718487874140264,129177766255571307975
1641907218,23595602,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x67aeCA18f955f5b6e04Db61c6ab1E2fDAAa50Ba1,9231504665166188681860,1421942754609221282145
1641953339,23615522,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3830877492172621460,590075907597706769
1642200750,23725643,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,221255537750619758732,25368224194882674752
1642258944,23751140,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,10486654557421176,1202355459987592
1642423507,23826512,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,161764979606886959408,20011243535515391704
1642909200,24050912,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6621804728547700063,1015283131639860608
