block_number,sender,amount0,amount1,timestamps
19813102,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1000000000000000000,100000000000,1633305145
20002961,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3274818847102272677,300000000000,1633739219
20169220,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2160581037205245803,227682769226,1634118056
20175498,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,9489435869697426671,1000000000000,1634133671
20182362,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,13714999469990609588,1445291338528,1634149750
20235413,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,23023983712682883368,2612200193514,1634280404
20248580,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,22035049007586224166,2500000000000,1634314556
20388667,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,59999999999995891022,11638521426605,1634667978
20423763,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6084829561702029306,1000000000000,1634753858
20434827,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2197445917444583141,447657777439,1634780856
20458559,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1000000000000000000,236131561767,1634836245
20462210,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2756392679503104527,572120220991,1634844957
20611503,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2112720062683197094,400000000000,1635203003
20746828,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1074411353134138826,248106781134,1635526157
20747543,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1515190715917233905,349893074225,1635527631
20748499,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2149038813506623466,500000000000,1635529823
20831662,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5091503094108517509,1000000000000,1635710733
20889156,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5096199642507131110,872488721906,1635840455
20889404,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4051083819835583759,655999472856,1635840963
20928545,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2496398550356352069,415634975983,1635928564
20944027,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,39999999999997128006,4751944431603,1635966348
20962982,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,899999999995170324,110488598836,1636009773
20991986,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,45581215018303739212,7549351396810,1636073404
20992092,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6084334008654491222,965173321666,1636073624
21012119,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1499999999993615528,214882254397,1636116805
21026885,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,107295679890536227762,8965362099217,1636149600
21028638,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,999999999995407816,84126359956,1636153488
21029366,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,13853974498916329458,1149606799181,1636154988
21030460,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,8318588322552689512,690278857951,1636157500
21037032,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,99999999999989360149,6063145659606,1636172019
21037299,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,83550827045470440551,4058637161410,1636172734
21038251,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5013336486930267367,223600000000,1636174722
21074390,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1697931886584545244,100000000000,1636254489
21110621,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1317653652740250369,75000000000,1636332691
21118251,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,49999999999985293557,3014789438252,1636349237
21121499,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,39999999999991162389,1527270802814,1636356509
21122305,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4999999999979252416,190908850351,1636358337
21132791,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6139386555887327669,235963098060,1636382415
21154385,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1115775473694929017,42000000000,1636430084
21159366,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5999999999980825396,146462591778,1636441147
21185772,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1955963906885236232,75094747568,1636498577
21197321,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,26989960483209610567,1206915766177,1636523083
21204520,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1599329976764181,65353227,1636538784
21234310,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,176120703496340413,9100000000,1636606948
21236864,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,64999999999978676458,2704767960326,1636613123
21252393,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,145561335936065870,10143526463,1636648194
21256191,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1999999999991774486,145135096477,1636657019
21260253,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2796600207996786605,169402631902,1636666548
21273863,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,129999999999988741377,7042694374471,1636700754
21323783,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1751269529680560281,100000000000,1636811154
21335385,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3396074166140147234,195005919515,1636841151
21354161,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2703729306728808785,156829332691,1636882635
21382768,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2999999999985465239,176553123906,1636944852
21388917,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6899999999986960513,406072184985,1636957640
21475477,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6817795499861370347,437165180059,1637149797
21518097,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5839833286935282807,400000000000,1637243842
21534219,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,8999999999999652472,764588412462,1637281929
21601805,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,906199941211111637,66411792505,1637431894
21641941,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,999999999989484823,80873849507,1637520913
21653713,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,905999999999996160612,72006796689200,1637546795
21658601,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,42764570565716400114,3082008677212,1637557133
21691379,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,19932033208990203961,1430897500042,1637630489
21691882,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,48754097501336078769,3500000000000,1637631784
21710618,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2712517948024591578,195711321836,1637679984
21713505,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,8017688109710076406,572650410352,1637686230
21782909,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,599999999992291923,48473863871,1637840667
21788194,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3681682331750111465,297563794757,1637852236
21824727,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1269793942265332016,107060285178,1637936522
21936177,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,903898837804937243,65886686187,1638188351
22019707,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,33501917054736972324,2445245686280,1638378003
22069275,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1555668840944336265,152269305691,1638492506
22360185,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,126247695079359340,21175526565,1639146097
22375046,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6486692457873022201,1100230450405,1639178651
22521541,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2172774869773174387,368793000000,1639503761
